bt-plan-coverage	A	1	1	0
bt-audit-suite	A	1	1	0
bt-add-login	A	1	1	0
bt-add-wizard	A	1	1	0
bt-fix-broken	A	1	1	0
bt-fix-flaky	A	1	1	0
val-changes-spotcheck	A	1	1	0
val-feature-shipcheck	A	1	1	0
an-security-posture	A	1	1	0
an-security-triage	A	1	1	0
an-designsys-convergence	A	1	1	0
an-quality-hotspots	A	1	1	0
val-changes-refactor	A	1	1	0
val-feature-done	A	1	1	0
an-designsys-debt	A	1	1	0
an-quality-refactor	A	1	1	0
bt-plan-coverage	A	2	1	0
bt-audit-suite	A	2	1	0
bt-add-login	A	2	1	0
bt-add-wizard	A	2	1	0
bt-fix-broken	A	2	1	0
bt-fix-flaky	A	2	1	0
val-changes-spotcheck	A	2	1	0
val-feature-shipcheck	A	2	1	0
an-security-posture	A	2	1	0
an-security-triage	A	2	1	0
an-designsys-convergence	A	2	1	0
an-quality-hotspots	A	2	1	0
val-changes-refactor	A	2	1	0
val-feature-done	A	2	1	0
an-designsys-debt	A	2	1	0
an-quality-refactor	A	2	1	0
bt-plan-coverage	A	3	1	0
bt-audit-suite	A	3	1	0
bt-add-login	A	3	1	0
bt-add-wizard	A	3	1	0
bt-fix-broken	A	3	1	0
bt-fix-flaky	A	3	1	0
val-changes-spotcheck	A	3	1	0
val-feature-shipcheck	A	3	1	0
an-security-posture	A	3	1	0
an-security-triage	A	3	1	0
an-designsys-convergence	A	3	1	0
an-quality-hotspots	A	3	1	0
val-changes-refactor	A	3	1	0
val-feature-done	A	3	1	0
an-designsys-debt	A	3	1	0
an-quality-refactor	A	3	1	0
bt-plan-coverage	B	1	1	0
bt-audit-suite	B	1	1	0
bt-add-login	B	1	1	0
bt-add-wizard	B	1	1	0
bt-fix-broken	B	1	1	0
bt-fix-flaky	B	1	1	0
val-changes-spotcheck	B	1	1	0
val-feature-shipcheck	B	1	1	0
an-security-posture	B	1	1	0
an-security-triage	B	1	1	0
an-designsys-convergence	B	1	1	0
an-quality-hotspots	B	1	1	0
val-changes-refactor	B	1	1	0
val-feature-done	B	1	1	0
an-designsys-debt	B	1	1	0
an-quality-refactor	B	1	1	0
bt-plan-coverage	B	2	1	0
bt-audit-suite	B	2	1	0
bt-add-login	B	2	1	0
bt-add-wizard	B	2	1	0
bt-fix-broken	B	2	1	0
bt-fix-flaky	B	2	1	0
val-changes-spotcheck	B	2	1	0
val-feature-shipcheck	B	2	1	0
an-security-posture	B	2	1	0
an-security-triage	B	2	1	0
an-designsys-convergence	B	2	1	0
an-quality-hotspots	B	2	1	0
val-changes-refactor	B	2	1	0
val-feature-done	B	2	1	0
an-designsys-debt	B	2	1	0
an-quality-refactor	B	2	1	0
bt-plan-coverage	B	3	1	0
bt-audit-suite	B	3	1	0
bt-add-login	B	3	1	0
bt-add-wizard	B	3	1	0
bt-fix-broken	B	3	1	0
bt-fix-flaky	B	3	1	0
val-changes-spotcheck	B	3	1	0
val-feature-shipcheck	B	3	1	0
an-security-posture	B	3	1	0
an-security-triage	B	3	1	0
an-designsys-convergence	B	3	1	0
an-quality-hotspots	B	3	1	0
val-changes-refactor	B	3	1	0
val-feature-done	B	3	1	0
an-designsys-debt	B	3	1	0
an-quality-refactor	B	3	1	0
