diag-flaky-test	A	1	1	0
diag-intermittent-500	A	1	1	0
arch-document-service	A	1	1	0
arch-data-flow	A	1	1	0
dir-product-gap	A	1	1	0
dir-stalled-growth	A	1	1	0
tm-file-upload	A	1	1	0
tm-webhook-integration	A	1	1	0
polish-vague-bug	A	1	1	0
polish-feature-request	A	1	1	0
diag-flaky-test	A	2	1	0
diag-intermittent-500	A	2	1	0
arch-document-service	A	2	1	0
arch-data-flow	A	2	1	0
dir-product-gap	A	2	1	0
dir-stalled-growth	A	2	1	0
tm-file-upload	A	2	1	0
tm-webhook-integration	A	2	1	0
polish-vague-bug	A	2	1	0
polish-feature-request	A	2	1	0
diag-flaky-test	A	3	1	0
diag-intermittent-500	A	3	1	0
arch-document-service	A	3	1	0
arch-data-flow	A	3	1	0
dir-product-gap	A	3	1	0
dir-stalled-growth	A	3	1	0
tm-file-upload	A	3	1	0
tm-webhook-integration	A	3	1	0
polish-vague-bug	A	3	0.16	1
polish-feature-request	A	3	1	0
diag-flaky-test	B	1	1	0
diag-intermittent-500	B	1	1	0
arch-document-service	B	1	1	0
arch-data-flow	B	1	1	0
dir-product-gap	B	1	1	0
dir-stalled-growth	B	1	1	0
tm-file-upload	B	1	1	0
tm-webhook-integration	B	1	1	0
polish-vague-bug	B	1	1	0
polish-feature-request	B	1	1	0
diag-flaky-test	B	2	1	0
diag-intermittent-500	B	2	1	0
arch-document-service	B	2	1	0
arch-data-flow	B	2	1	0
dir-product-gap	B	2	1	0
dir-stalled-growth	B	2	1	0
tm-file-upload	B	2	1	0
tm-webhook-integration	B	2	1	0
polish-vague-bug	B	2	1	0
polish-feature-request	B	2	1	0
diag-flaky-test	B	3	1	0
diag-intermittent-500	B	3	1	0
arch-document-service	B	3	1	0
arch-data-flow	B	3	1	0
dir-product-gap	B	3	1	0
dir-stalled-growth	B	3	1	0
tm-file-upload	B	3	1	0
tm-webhook-integration	B	3	1	0
polish-vague-bug	B	3	0.16	1
polish-feature-request	B	3	1	0
